date,industry,index_return,industry_clean,date_clean
2023-04-03,Ind. B,-0.0315281799834248,Industry B,2023-04-03
2023-04-04,Ind. B,0.0148804057698581,Industry B,2023-04-04
2023-04-05,Industry B,-0.0224436775533946,Industry B,2023-04-05
2023-04-06,Industry B,0.001661344563199,Industry B,2023-04-06
2023-04-07,IndustryB,0.0164295978353886,Industry B,2023-04-07
2023-04-10,Industry B,-0.018844847289546,Industry B,2023-04-10
2023-04-11,IndustryB,0.0072009810804239,Industry B,2023-04-11
2023-04-12,Industry B,0.0166938553541216,Industry B,2023-04-12
2023-04-13,industry b,0.0085223073779939,Industry B,2023-04-13
2023-04-14,Industry B,-0.0008704446648471,Industry B,2023-04-14
2023-04-18,Industry B,0.013594461752957,Industry B,2023-04-18
2023-04-19,IndustryB,-0.0111427993251072,Industry B,2023-04-19
2023-04-20,Industry B,0.0001869021467069,Industry B,2023-04-20
2023-04-21,Industry B,0.0330187490794622,Industry B,2023-04-21
2023-04-24,Industry B,0.0023626944350015,Industry B,2023-04-24
2023-04-25,Industry B,0.0091932230078855,Industry B,2023-04-25
2023-04-26,Industry B,0.0115308867393423,Industry B,2023-04-26
2023-04-27,IndustryB,-0.0089802590403705,Industry B,2023-04-27
2023-04-28,Industry B,0.0011259033515395,Industry B,2023-04-28
2023-05-01,Industry B,0.0107527620250625,Industry B,2023-05-01
2023-05-02,Industry B,0.0078087191697495,Industry B,2023-05-02
2023-05-03,Ind. B,0.0363441611935834,Industry B,2023-05-03
2023-05-04,Industry B,-0.007341769969395,Industry B,2023-05-04
2023-05-05,Industry B,-0.0183681403982259,Industry B,2023-05-05
2023-05-08,Industry B,0.0016369101247608,Industry B,2023-05-08
2023-05-09,Industry B,0.0001095688685353,Industry B,2023-05-09
2023-05-10,Industry B,-0.006731921122049,Industry B,2023-05-10
11/05/2023,Ind. B,-0.0044392580583565,Industry B,2023-11-05
2023-05-12,IndustryB,0.0091782804666063,Industry B,2023-05-12
2023-05-15,Industry B,0.0039521461033002,Industry B,2023-05-15
16/05/2023,Industry B,-0.0127077811121603,Industry B,2023-05-16
2023-05-17,Industry B,0.011895079580239,Industry B,2023-05-17
2023-05-18,Industry B,0.0133050568562241,Industry B,2023-05-18
2023-05-19,Industry B,0.0492683397331054,Industry B,2023-05-19
2023-05-22,industry b,-0.0227566898849172,Industry B,2023-05-22
2023-05-23,Industry B,-0.0164933600927836,Industry B,2023-05-23
2023-05-24,Industry B,-0.0119401792673398,Industry B,2023-05-24
25/05/2023,Industry B,-0.0038723083286885,Industry B,2023-05-25
2023-05-26,Ind. B,0.0073453852486099,Industry B,2023-05-26
2023-05-29,Industry B,0.0123716822750817,Industry B,2023-05-29
2023-05-31,Ind. B,-0.0248241290381084,Industry B,2023-05-31
01/06/2023,Industry B,-0.0319862072770441,Industry B,2023-01-06
2023-06-02,Industry B,-0.0015155993617058,Industry B,2023-06-02
2023-06-05,Industry B,0.025460366020207,Industry B,2023-06-05
2023-06-06,Industry B,0.0144275018212231,Industry B,2023-06-06
2023-06-07,Industry B,-0.0208799678094323,Industry B,2023-06-07
2023-06-08,Ind. B,0.0028370046482806,Industry B,2023-06-08
09/06/2023,Ind. B,-0.0158417524042975,Industry B,2023-09-06
2023-06-12,Industry B,-0.002872830581112,Industry B,2023-06-12
2023-06-13,Industry B,-0.0134655361507998,Industry B,2023-06-13
2023-06-14,Industry B,0.000124006028294,Industry B,2023-06-14
2023-06-15,Industry B,0.0198982666718455,Industry B,2023-06-15
2023-06-16,IndustryB,-0.0085370717479498,Industry B,2023-06-16
2023-06-19,industry b,0.0119791520977023,Industry B,2023-06-19
20/06/2023,Industry B,0.008267259994079,Industry B,2023-06-20
2023-06-21,Industry B,0.0256092208228413,Industry B,2023-06-21
2023-06-22,Industry B,0.0005241608913635,Industry B,2023-06-22
2023-06-23,Industry B,0.0003612079890309,Industry B,2023-06-23
2023-06-26,Industry B,-0.0098830949238024,Industry B,2023-06-26
2023-06-27,Industry B,-0.0092718001550536,Industry B,2023-06-27
2023-06-28,Industry B,-0.0042034466071563,Industry B,2023-06-28
2023-06-29,IndustryB,-0.0213295343571136,Industry B,2023-06-29
2023-06-30,Industry B,0.0039433839226906,Industry B,2023-06-30
2023-07-03,Industry B,0.0355034503646345,Industry B,2023-07-03
2023-07-04,Industry B,0.0090275545364908,Industry B,2023-07-04
2023-07-05,Industry B,-0.0260463630399766,Industry B,2023-07-05
2023-07-06,Industry B,-0.0016987289979854,Industry B,2023-07-06
2023-07-07,Industry B,-0.0079750605644155,Industry B,2023-07-07
2023-07-10,industry b,-0.0134448106771846,Industry B,2023-07-10
2023-07-11,Industry B,0.0154700747557283,Industry B,2023-07-11
2023-07-12,Industry B,-0.0256165831807307,Industry B,2023-07-12
2023-07-13,Ind. B,0.0139208372686621,Industry B,2023-07-13
2023-07-14,Industry B,-0.0269744592549147,Industry B,2023-07-14
2023-07-17,industry b,-0.0060429301534009,Industry B,2023-07-17
2023-07-18,industry b,-0.0063183178029253,Industry B,2023-07-18
2023-07-19,Industry B,0.0091382322135133,Industry B,2023-07-19
2023-07-20,Industry B,-0.0022739157655627,Industry B,2023-07-20
2023-07-21,Industry B,-0.0036699408274076,Industry B,2023-07-21
2023-07-24,IndustryB,0.0173731845638223,Industry B,2023-07-24
2023-07-25,Industry B,-0.0299011571389177,Industry B,2023-07-25
2023-07-26,IndustryB,-0.0035756725482201,Industry B,2023-07-26
2023-07-27,Industry B,0.0055204651372982,Industry B,2023-07-27
2023-07-28,Industry B,0.014477275600111,Industry B,2023-07-28
2023-07-31,industry b,-0.0278240863549844,Industry B,2023-07-31
2023-08-01,Industry B,0.0027697933389649,Industry B,2023-08-01
02/08/2023,industry b,0.0012687215421556,Industry B,2023-02-08
2023-08-04,IndustryB,-0.0402211254963669,Industry B,2023-08-04
2023-08-07,Industry B,0.0058713802528496,Industry B,2023-08-07
2023-08-08,Industry B,0.0034639478369729,Industry B,2023-08-08
2023-08-09,Industry B,0.0159840547901037,Industry B,2023-08-09
10/08/2023,industry b,0.0086462049060906,Industry B,2023-10-08
2023-08-11,Industry B,0.0126796982524481,Industry B,2023-08-11
2023-08-14,Industry B,0.0303716813907687,Industry B,2023-08-14
2023-08-16,IndustryB,0.025503400143587,Industry B,2023-08-16
2023-08-17,Industry B,0.0136737025941669,Industry B,2023-08-17
2023-08-18,Ind. B,0.0435370497469128,Industry B,2023-08-18
2023-08-21,Industry B,-0.0125499837575675,Industry B,2023-08-21
2023-08-22,Industry B,-0.0091085752011622,Industry B,2023-08-22
2023-08-23,industry b,-0.0457825192334261,Industry B,2023-08-23
2023-08-24,Industry B,0.0022477204983458,Industry B,2023-08-24
2023-08-25,Industry B,0.0242024132987895,Industry B,2023-08-25
2023-08-28,Industry B,0.0186431188368549,Industry B,2023-08-28
2023-08-29,Industry B,0.0137903121840463,Industry B,2023-08-29
2023-08-30,Ind. B,0.0216683593787258,Industry B,2023-08-30
2023-08-31,Industry B,0.0075915626655532,Industry B,2023-08-31
2023-09-01,Industry B,-0.0013815572151857,Industry B,2023-09-01
2023-09-04,Ind. B,0.0349418042274098,Industry B,2023-09-04
2023-09-05,Industry B,0.0041466480509497,Industry B,2023-09-05
2023-09-06,industry b,0.0254484682828472,Industry B,2023-09-06
2023-09-07,Industry B,-0.0338705885019368,Industry B,2023-09-07
2023-09-08,industry b,-0.027892601945434,Industry B,2023-09-08
2023-09-11,Industry B,0.0131050681635395,Industry B,2023-09-11
2023-09-12,Industry B,-0.0055921231554225,Industry B,2023-09-12
2023-09-13,Industry B,-0.0073522760337943,Industry B,2023-09-13
14/09/2023,Industry B,-0.0071653046667906,Industry B,2023-09-14
2023-09-15,Industry B,0.0402519496316179,Industry B,2023-09-15
2023-09-18,Industry B,0.0211042995161286,Industry B,2023-09-18
2023-09-19,Industry B,0.027315576666607,Industry B,2023-09-19
2023-09-20,Industry B,-0.0306278843874607,Industry B,2023-09-20
2023-09-21,Industry B,0.0103406305322678,Industry B,2023-09-21
2023-09-22,Industry B,-0.0094025601234238,Industry B,2023-09-22
25/09/2023,IndustryB,0.0165809380472318,Industry B,2023-09-25
2023-09-26,Industry B,0.0148056005743019,Industry B,2023-09-26
2023-09-28,IndustryB,-0.0154120535390969,Industry B,2023-09-28
2023-09-29,IndustryB,-0.0134979544876285,Industry B,2023-09-29
2023-10-02,Industry B,0.0197112544871255,Industry B,2023-10-02
2023-10-03,Industry B,0.0338464735297274,Industry B,2023-10-03
2023-10-04,Ind. B,-0.0121190936337841,Industry B,2023-10-04
2023-10-05,Industry B,0.0397354177415058,Industry B,2023-10-05
2023-10-06,Industry B,0.0267511723470932,Industry B,2023-10-06
2023-10-09,Industry B,-0.0153116331257876,Industry B,2023-10-09
2023-10-10,Industry B,-0.009946614252692,Industry B,2023-10-10
2023-10-11,Industry B,-0.0032567415021003,Industry B,2023-10-11
2023-10-12,Industry B,0.0065008899230367,Industry B,2023-10-12
2023-10-13,Industry B,-0.0102548618014559,Industry B,2023-10-13
2023-10-16,Industry B,-0.0043238257879366,Industry B,2023-10-16
17/10/2023,Industry B,-0.0044350815880778,Industry B,2023-10-17
2023-10-18,IndustryB,-0.0161118215277359,Industry B,2023-10-18
2023-10-19,Ind. B,0.0061513438059133,Industry B,2023-10-19
2023-10-20,Industry B,-0.027308775675484,Industry B,2023-10-20
2023-10-23,Industry B,0.0209608876702153,Industry B,2023-10-23
2023-10-24,Industry B,-0.028241423276302,Industry B,2023-10-24
2023-10-25,Industry B,-0.0185342542423933,Industry B,2023-10-25
2023-10-26,Industry B,-0.0103571337987205,Industry B,2023-10-26
2023-10-27,Industry B,-0.0145650550812256,Industry B,2023-10-27
2023-10-30,Industry B,-0.0104244842134013,Industry B,2023-10-30
2023-10-31,Ind. B,-0.0020349794762669,Industry B,2023-10-31
2023-11-01,Industry B,0.0111749049290327,Industry B,2023-11-01
2023-11-02,Industry B,-0.0172953565779511,Industry B,2023-11-02
2023-11-03,Industry B,-0.0076078448777243,Industry B,2023-11-03
2023-11-06,IndustryB,-0.0363480438529095,Industry B,2023-11-06
2023-11-07,Industry B,-0.0166315329579953,Industry B,2023-11-07
2023-11-08,Industry B,-0.0128852001079027,Industry B,2023-11-08
2023-11-09,Industry B,0.0055820276250882,Industry B,2023-11-09
2023-11-10,Ind. B,-0.0007759618622735,Industry B,2023-11-10
13/11/2023,Industry B,0.0043540349671069,Industry B,2023-11-13
2023-11-14,Industry B,-0.0432487042436354,Industry B,2023-11-14
2023-11-15,Industry B,0.0202242640360994,Industry B,2023-11-15
2023-11-16,Ind. B,-0.0015950256385282,Industry B,2023-11-16
2023-11-17,IndustryB,0.0383674144241793,Industry B,2023-11-17
2023-11-20,IndustryB,-0.0042938798077265,Industry B,2023-11-20
2023-11-21,Industry B,-0.0085310811120525,Industry B,2023-11-21
2023-11-22,Industry B,-0.0070515738659765,Industry B,2023-11-22
23/11/2023,IndustryB,-0.0026288507538041,Industry B,2023-11-23
2023-11-24,Industry B,-0.0208446930266392,Industry B,2023-11-24
2023-11-27,industry b,0.0163149041850188,Industry B,2023-11-27
2023-11-28,Industry B,0.0001677081822944,Industry B,2023-11-28
2023-11-29,Industry B,-0.0096704796643035,Industry B,2023-11-29
30/11/2023,Ind. B,0.0171329345725037,Industry B,2023-11-30
01/12/2023,IndustryB,0.0134721608419579,Industry B,2023-01-12
04/12/2023,IndustryB,0.0077891467258499,Industry B,2023-04-12
2023-12-05,industry b,-0.0016480197016801,Industry B,2023-12-05
2023-12-06,Industry B,0.0049291533742003,Industry B,2023-12-06
2023-12-07,industry b,-0.0117245037186496,Industry B,2023-12-07
2023-12-08,IndustryB,0.0149754948778545,Industry B,2023-12-08
2023-12-11,Industry B,-0.0305779409778508,Industry B,2023-12-11
2023-12-12,Industry B,-0.0316945710633581,Industry B,2023-12-12
2023-12-13,IndustryB,-0.0115639567287013,Industry B,2023-12-13
2023-12-14,Industry B,-0.0185012210462284,Industry B,2023-12-14
2023-12-15,Industry B,-0.0117675959467192,Industry B,2023-12-15
2023-12-18,Industry B,0.0190802407750952,Industry B,2023-12-18
2023-12-19,Industry B,-0.0063712223404514,Industry B,2023-12-19
2023-12-20,Ind. B,0.0016637161756616,Industry B,2023-12-20
2023-12-21,Ind. B,-0.008662436270946,Industry B,2023-12-21
2023-12-22,Industry B,-0.0286660471621573,Industry B,2023-12-22
2023-12-25,Industry B,0.0125142758255697,Industry B,2023-12-25
2023-12-26,Industry B,0.0240388735414229,Industry B,2023-12-26
2023-12-27,Ind. B,-0.003138028823598,Industry B,2023-12-27
2023-12-28,Industry B,-0.0015910370723838,Industry B,2023-12-28
2023-12-29,Ind. B,0.0008072459932437,Industry B,2023-12-29
2024-01-01,Industry B,0.0258910277564036,Industry B,2024-01-01
2024-01-02,Industry B,0.0117334067800339,Industry B,2024-01-02
2024-01-03,Industry B,0.0059915994448473,Industry B,2024-01-03
2024-01-04,industry b,0.010197508495541,Industry B,2024-01-04
2024-01-05,Industry B,0.0142722239482589,Industry B,2024-01-05
2024-01-08,Industry B,-0.0235174296073542,Industry B,2024-01-08
2024-01-09,Industry B,0.0168721147893972,Industry B,2024-01-09
2024-01-10,Industry B,0.0163044922203312,Industry B,2024-01-10
2024-01-11,Industry B,0.0209874785946789,Industry B,2024-01-11
2024-01-12,IndustryB,0.028462601774448,Industry B,2024-01-12
2024-01-15,Ind. B,0.0156180917272179,Industry B,2024-01-15
2024-01-16,Industry B,-0.0107052617969437,Industry B,2024-01-16
2024-01-17,industry b,0.0154779582058197,Industry B,2024-01-17
2024-01-18,Industry B,0.0076631939344065,Industry B,2024-01-18
2024-01-19,Industry B,-0.0039659840995468,Industry B,2024-01-19
2024-01-22,Ind. B,0.0183726807870913,Industry B,2024-01-22
2024-01-23,Ind. B,-0.0152981178864192,Industry B,2024-01-23
24/01/2024,Ind. B,0.0098776880659384,Industry B,2024-01-24
2024-01-25,industry b,0.0141853007898362,Industry B,2024-01-25
2024-01-26,Industry B,0.0040128503564883,Industry B,2024-01-26
2024-01-29,Industry B,0.012890931177583,Industry B,2024-01-29
2024-01-30,industry b,0.0126045319267842,Industry B,2024-01-30
2024-01-31,Industry B,0.0074999331987565,Industry B,2024-01-31
2024-02-01,Industry B,-0.0013523166494813,Industry B,2024-02-01
2024-02-02,Industry B,-0.0047358048770455,Industry B,2024-02-02
2024-02-05,Industry B,-0.0027984597121363,Industry B,2024-02-05
2024-02-06,Industry B,0.011506820961554,Industry B,2024-02-06
2024-02-07,Industry B,-0.0015443831127947,Industry B,2024-02-07
2024-02-08,Industry B,0.0051189201419284,Industry B,2024-02-08
2024-02-09,Industry B,-0.0078636632041503,Industry B,2024-02-09
2024-02-12,Industry B,-0.010141525104246,Industry B,2024-02-12
2024-02-13,IndustryB,-0.0202934225902473,Industry B,2024-02-13
2024-02-14,Industry B,-0.0068751476593575,Industry B,2024-02-14
2024-02-15,Industry B,-0.0093534569006413,Industry B,2024-02-15
2024-02-16,Industry B,-0.0326306933548391,Industry B,2024-02-16
2024-02-19,Industry B,0.0266489141497196,Industry B,2024-02-19
2024-02-20,Industry B,0.0159578288884361,Industry B,2024-02-20
2024-02-21,Industry B,0.0194089272047713,Industry B,2024-02-21
2024-02-22,Industry B,0.0284101093455437,Industry B,2024-02-22
2024-02-23,Industry B,-0.003802163482965,Industry B,2024-02-23
26/02/2024,Industry B,-0.022592117790056,Industry B,2024-02-26
2024-02-27,Industry B,0.0359569424424443,Industry B,2024-02-27
2024-02-28,Industry B,0.025760339673775,Industry B,2024-02-28
2024-02-29,Industry B,0.0003708091918877,Industry B,2024-02-29
2024-03-01,Ind. B,-0.0088117498723657,Industry B,2024-03-01
2024-03-04,Industry B,0.0112543567134595,Industry B,2024-03-04
2024-03-05,industry b,-0.0041805149847236,Industry B,2024-03-05
2024-03-06,Industry B,0.0058270675310907,Industry B,2024-03-06
2024-03-07,Ind. B,0.0091224359210841,Industry B,2024-03-07
2024-03-08,Industry B,0.0084412388309747,Industry B,2024-03-08
11/03/2024,Industry B,0.0146741983850761,Industry B,2024-11-03
2024-03-12,IndustryB,-0.0073119098467775,Industry B,2024-03-12
2024-03-13,Industry B,0.0223554180332472,Industry B,2024-03-13
2024-03-14,Industry B,-0.0177449121553853,Industry B,2024-03-14
2024-03-15,Industry B,0.0118639931306093,Industry B,2024-03-15
2024-03-18,Ind. B,-0.025179343166436,Industry B,2024-03-18
2024-03-19,Industry B,-0.0001941296631747,Industry B,2024-03-19
2024-03-20,Industry B,0.0090064459920935,Industry B,2024-03-20
2024-03-21,Industry B,0.0184193297985537,Industry B,2024-03-21
2024-03-22,Ind. B,-0.0205481981919307,Industry B,2024-03-22
2024-03-25,Industry B,0.010504234252494,Industry B,2024-03-25
2024-03-26,Industry B,-0.0333159566730023,Industry B,2024-03-26
2024-03-27,IndustryB,-0.0025848389437283,Industry B,2024-03-27
2024-03-28,Industry B,-0.0292549826547285,Industry B,2024-03-28
2024-03-29,industry b,-0.0048967760549435,Industry B,2024-03-29
2024-04-01,Industry B,-0.0042209683996004,Industry B,2024-04-01
2024-04-02,Industry B,0.0022518588325149,Industry B,2024-04-02
2024-04-03,IndustryB,0.0171482061173957,Industry B,2024-04-03
2024-04-04,Industry B,-0.0062650684399309,Industry B,2024-04-04
05/04/2024,Industry B,0.0183163749231266,Industry B,2024-05-04
2024-04-08,Industry B,-0.0010140538202441,Industry B,2024-04-08
2024-04-09,Industry B,0.0010826785119594,Industry B,2024-04-09
2024-04-10,Industry B,-0.0077965822693468,Industry B,2024-04-10
2024-04-11,IndustryB,0.0164301585687434,Industry B,2024-04-11
12/04/2024,Industry B,0.004089565911031,Industry B,2024-12-04
2024-04-15,Industry B,0.0080512492775699,Industry B,2024-04-15
2024-04-16,Industry B,0.0042974025934227,Industry B,2024-04-16
2024-04-17,industry b,-0.0143841364862158,Industry B,2024-04-17
18/04/2024,Ind. B,0.0138870114477476,Industry B,2024-04-18
19/04/2024,Industry B,0.0224118940880987,Industry B,2024-04-19
2024-04-22,IndustryB,0.0005626918823333,Industry B,2024-04-22
23/04/2024,IndustryB,0.0022188474995564,Industry B,2024-04-23
2024-04-24,Industry B,0.0048191232133296,Industry B,2024-04-24
2024-04-25,Industry B,-0.0061488875494952,Industry B,2024-04-25
2024-04-26,industry b,-0.0002869787828595,Industry B,2024-04-26
2024-04-29,industry b,-0.0093149268783682,Industry B,2024-04-29
2024-04-30,Industry B,-0.0110685076916335,Industry B,2024-04-30
2024-05-01,Industry B,-0.0099041696520339,Industry B,2024-05-01
2024-05-02,Industry B,-0.0162252155081477,Industry B,2024-05-02
03/05/2024,Ind. B,-0.0047536027358725,Industry B,2024-03-05
2024-05-06,Ind. B,-0.002138274915689,Industry B,2024-05-06
2024-05-07,Industry B,0.0052528647439773,Industry B,2024-05-07
08/05/2024,Industry B,0.0038037632889594,Industry B,2024-08-05
2024-05-09,Industry B,0.0001696678736007,Industry B,2024-05-09
2024-05-10,Industry B,0.0251040821988249,Industry B,2024-05-10
2024-05-13,Industry B,-0.0215770084576958,Industry B,2024-05-13
2024-05-14,Industry B,0.0209844889811029,Industry B,2024-05-14
2024-05-15,Industry B,0.0127305925710506,Industry B,2024-05-15
2024-05-16,industry b,-0.0260948941200754,Industry B,2024-05-16
2024-05-17,Industry B,-0.0239809249487983,Industry B,2024-05-17
2024-05-20,Industry B,0.0167606388878148,Industry B,2024-05-20
2024-05-21,Industry B,-0.0319323277173668,Industry B,2024-05-21
2024-05-22,Industry B,-0.0082353752502653,Industry B,2024-05-22
2024-05-23,Industry B,0.0174583390018821,Industry B,2024-05-23
2024-05-24,Industry B,0.0140479941029905,Industry B,2024-05-24
27/05/2024,IndustryB,0.0067671849754958,Industry B,2024-05-27
2024-05-28,Industry B,0.0061419402152783,Industry B,2024-05-28
2024-05-29,Industry B,0.0040295295241901,Industry B,2024-05-29
2024-05-30,IndustryB,0.0116531557896238,Industry B,2024-05-30
2024-05-31,Industry B,0.0045510768388305,Industry B,2024-05-31
2024-06-03,Industry B,-0.0161841287433926,Industry B,2024-06-03
2024-06-04,Industry B,-0.0014395463947566,Industry B,2024-06-04
2024-06-05,industry b,0.004118701581153,Industry B,2024-06-05
2024-06-06,Industry B,-0.010129915332636,Industry B,2024-06-06
2024-06-07,industry b,0.0022286277250102,Industry B,2024-06-07
2024-06-10,industry b,0.0161167992247554,Industry B,2024-06-10
2024-06-11,Industry B,-0.0052089603902095,Industry B,2024-06-11
2024-06-12,industry b,-0.0153974277467827,Industry B,2024-06-12
2024-06-13,IndustryB,-0.0069706993820664,Industry B,2024-06-13
2024-06-14,Industry B,-0.0154974177622181,Industry B,2024-06-14
2024-06-17,Industry B,0.0251879362980048,Industry B,2024-06-17
2024-06-18,Industry B,-0.0257158206868357,Industry B,2024-06-18
2024-06-19,Industry B,0.0154082127963295,Industry B,2024-06-19
2024-06-20,Industry B,-0.0035951884879643,Industry B,2024-06-20
2024-06-21,Industry B,-0.0162943827501289,Industry B,2024-06-21
24/06/2024,Industry B,0.0335314231044791,Industry B,2024-06-24
2024-06-25,Industry B,-0.0020642545994847,Industry B,2024-06-25
2024-06-26,Industry B,-0.0071186437395993,Industry B,2024-06-26
2024-06-27,Ind. B,0.0018773907856329,Industry B,2024-06-27
2024-06-28,Industry B,0.023399140978733,Industry B,2024-06-28
2024-07-01,Industry B,-0.0056659976782308,Industry B,2024-07-01
2024-07-02,industry b,0.0110921862345186,Industry B,2024-07-02
2024-07-03,IndustryB,-0.0258682276800619,Industry B,2024-07-03
2024-07-04,Industry B,0.0163372841007133,Industry B,2024-07-04
2024-07-05,Industry B,0.000604250200467,Industry B,2024-07-05
2024-07-08,Ind. B,0.0132055613174596,Industry B,2024-07-08
09/07/2024,Ind. B,-0.0035446130656499,Industry B,2024-09-07
2024-07-10,Industry B,-0.0191652784183285,Industry B,2024-07-10
2024-07-11,Industry B,-0.0012426827179076,Industry B,2024-07-11
2024-07-12,Industry B,-0.0309213977549979,Industry B,2024-07-12
15/07/2024,Industry B,0.0245172361531643,Industry B,2024-07-15
2024-07-16,IndustryB,0.0194705535254646,Industry B,2024-07-16
2024-07-17,industry b,0.0007612178914393,Industry B,2024-07-17
2024-07-18,Industry B,-0.0071883365364051,Industry B,2024-07-18
2024-07-19,Industry B,0.0270132585198572,Industry B,2024-07-19
2024-07-22,Industry B,0.0034118674075343,Industry B,2024-07-22
2024-07-23,Industry B,0.0143188231650552,Industry B,2024-07-23
2024-07-24,Industry B,0.002500040107207,Industry B,2024-07-24
2024-07-25,Industry B,0.0132727876866475,Industry B,2024-07-25
2024-07-26,Industry B,0.0009345290647762,Industry B,2024-07-26
2024-07-29,Industry B,-0.0085465073891544,Industry B,2024-07-29
2024-07-30,Industry B,0.018004782559031,Industry B,2024-07-30
2024-07-31,Industry B,-0.0119092798665542,Industry B,2024-07-31
2024-08-01,Industry B,0.0121052563253082,Industry B,2024-08-01
2024-08-02,Industry B,0.0129706070603338,Industry B,2024-08-02
2024-08-05,industry b,0.0064383122992927,Industry B,2024-08-05
2024-08-06,IndustryB,-0.0082431239918661,Industry B,2024-08-06
2024-08-07,Industry B,0.0195746712252466,Industry B,2024-08-07
2024-08-08,Industry B,-0.0191939037225814,Industry B,2024-08-08
2024-08-09,Industry B,0.025546423504192,Industry B,2024-08-09
2024-08-12,Industry B,-0.0097151209789531,Industry B,2024-08-12
13/08/2024,IndustryB,-0.018871123035706,Industry B,2024-08-13
2024-08-14,Industry B,-0.0085322999427698,Industry B,2024-08-14
2024-08-15,Industry B,-0.0036403529941299,Industry B,2024-08-15
2024-08-16,Industry B,-0.0246500993614716,Industry B,2024-08-16
2024-08-19,Industry B,0.0164724427063168,Industry B,2024-08-19
2024-08-20,Ind. B,-0.0158438633806081,Industry B,2024-08-20
2024-08-21,Industry B,0.0119109054313199,Industry B,2024-08-21
2024-08-22,Industry B,-0.0071935833316688,Industry B,2024-08-22
2024-08-23,Industry B,0.0255843704044325,Industry B,2024-08-23
2024-08-26,Industry B,-0.0098247130918836,Industry B,2024-08-26
2024-08-27,Industry B,0.0049791111894474,Industry B,2024-08-27
2024-08-28,Industry B,0.0210277662704613,Industry B,2024-08-28
2024-08-29,Industry B,-2.0934030898874903e-05,Industry B,2024-08-29
2024-08-30,Industry B,0.007246277409539,Industry B,2024-08-30
2024-09-02,Industry B,0.0188546857272082,Industry B,2024-09-02
04/09/2024,industry b,0.0162846251949838,Industry B,2024-04-09
2024-09-05,Ind. B,-0.004126861570209,Industry B,2024-09-05
2024-09-06,Ind. B,-0.0155377653895255,Industry B,2024-09-06
2024-09-09,Industry B,0.0068636603720147,Industry B,2024-09-09
10/09/2024,Industry B,0.0049105127094146,Industry B,2024-10-09
2024-09-11,IndustryB,0.0299559328593917,Industry B,2024-09-11
2024-09-12,Industry B,-0.0098910929393014,Industry B,2024-09-12
2024-09-16,Industry B,-0.0038440423501696,Industry B,2024-09-16
2024-09-17,Ind. B,-0.0272910815210704,Industry B,2024-09-17
2024-09-18,Industry B,-0.0065369402484174,Industry B,2024-09-18
2024-09-19,Ind. B,0.0066103092955532,Industry B,2024-09-19
2024-09-20,Industry B,-0.001664058779212,Industry B,2024-09-20
2024-09-23,IndustryB,0.0120339435766654,Industry B,2024-09-23
2024-09-24,Industry B,-0.0221213023544961,Industry B,2024-09-24
2024-09-25,Industry B,-0.020118395180016,Industry B,2024-09-25
2024-09-26,Ind. B,-0.0118728630900096,Industry B,2024-09-26
2024-09-27,industry b,-0.0349404989234079,Industry B,2024-09-27
2024-09-30,Industry B,-0.0156455871385003,Industry B,2024-09-30
2024-10-01,Industry B,0.0073204106111473,Industry B,2024-10-01
2024-10-02,Industry B,0.0172857534925079,Industry B,2024-10-02
2024-10-03,industry b,0.0082864411075947,Industry B,2024-10-03
2024-10-04,IndustryB,0.0095937031590735,Industry B,2024-10-04
07/10/2024,Industry B,-0.0045553655488545,Industry B,2024-07-10
2024-10-08,Industry B,-0.0139752341683335,Industry B,2024-10-08
09/10/2024,IndustryB,0.0017923094144075,Industry B,2024-09-10
2024-10-10,Industry B,-0.0141373075492382,Industry B,2024-10-10
2024-10-11,Industry B,0.005371261456195,Industry B,2024-10-11
2024-10-14,Ind. B,-0.0116620336547561,Industry B,2024-10-14
2024-10-15,Industry B,-0.0020864048548318,Industry B,2024-10-15
2024-10-16,IndustryB,0.0045648861294991,Industry B,2024-10-16
2024-10-17,Industry B,-0.0096096353434292,Industry B,2024-10-17
2024-10-18,Industry B,0.0167223329874387,Industry B,2024-10-18
2024-10-21,Industry B,-0.0168892648562706,Industry B,2024-10-21
22/10/2024,IndustryB,-0.0029138403325518,Industry B,2024-10-22
2024-10-23,Industry B,0.0136770534955281,Industry B,2024-10-23
2024-10-24,Industry B,-0.0108860615899469,Industry B,2024-10-24
2024-10-25,Industry B,0.0366185731928308,Industry B,2024-10-25
2024-10-28,Industry B,-0.0012879285573019,Industry B,2024-10-28
2024-10-29,IndustryB,-0.003648690597297,Industry B,2024-10-29
2024-10-30,Industry B,-0.0164736422120195,Industry B,2024-10-30
2024-10-31,Industry B,-0.014202603282403,Industry B,2024-10-31
2024-11-01,Industry B,0.0180106386596696,Industry B,2024-11-01
2024-11-04,Ind. B,-0.0172023361499818,Industry B,2024-11-04
2024-11-05,Industry B,-0.012804657118119,Industry B,2024-11-05
06/11/2024,Industry B,0.0231961089138687,Industry B,2024-06-11
2024-11-07,Industry B,-0.0030849438895493,Industry B,2024-11-07
2024-11-08,Industry B,-0.0448717973698,Industry B,2024-11-08
2024-11-11,Industry B,0.0046024003439967,Industry B,2024-11-11
2024-11-12,Ind. B,0.018165863519075,Industry B,2024-11-12
2024-11-13,Industry B,0.0095584861164279,Industry B,2024-11-13
2024-11-14,Industry B,-0.0039000247386829,Industry B,2024-11-14
